Código da IES,Nome da IES,Sigla da IES,Município,UF,Categoria Administrativa,Organização Acadêmica
514,CENTRO UNIVERSITÁRIO DE BARRA MANSA,UBM,BARRA MANSA,RJ,Privada,Centro Universitário
2123,FACULDADE MAX PLANCK,FMP,INDAIATUBA,SP,Privada,Faculdade
1672,INSTITUTO ESPERANÇA DE ENSINO SUPERIOR,IESPES,SANTAREM,PA,Privada,Faculdade
738,FACULDADES INTEGRADAS TERESA D ́ÁVILA,FATEA,LORENA,SP,Privada,Faculdade
14005,INSTITUTO SUPERIOR DE CIÊNCIAS HUMANAS E SOCIAIS APLICADAS DE ABAETÉ,ISAB,ABAETE,MG,Privada,Faculdade
4101,FACULDADE DE TECNOLOGIA SENAI DE DESENVOLVIMENTO GERENCIAL,FATESG,GOIANIA,GO,Privada,Faculdade
5403,FACULDADES OPET,,CURITIBA,PR,Privada,Faculdade
2408,FACULDADE ESAMC SANTOS,ESAMC,SANTOS,SP,Privada,Faculdade
1662,FACULDADE COMUNITÁRIA DE ADMINISTRAÇÃO E EDUCAÇÃO DE VITÓRIA,FCAEV,VITORIA,ES,Privada,Faculdade
167,UNIVERSIDADE METODISTA DE SÃO PAULO,UMESP,"SAO BERNARDO DOCAMPO",SP,Privada,Universidade
2086,INSTITUTO DE ENSINO SUPERIOR DE FOZ DO IGUAÇU,IESFI,FOZ DO IGUACU,PR,Privada,Faculdade
2971,FACULDADE BARRETOS,FB,BARRETOS,SP,Privada,Faculdade
1870,FACULDADES INTEGRADAS REGIONAIS DE AVARÉ,FIRA,AVARE,SP,Pública,Faculdade
1319,FACULDADE TECSOMA,FATEC,PARACATU,MG,Privada,Faculdade
396,FACULDADE RUY BARBOSA,FRBA,SALVADOR,BA,Privada,Faculdade
4141,FACULDADE ANHANGUERA DE TAUBATÉ,,TAUBATE,SP,Privada,Faculdade
337,CENTRO DE ENSINO SUPERIOR DE JUIZ DE FORA,CES/JF,JUIZ DE FORA,MG,Privada,Faculdade
2039,FACULDADE CIDADE LUZ,FACILUZ,ILHA SOLTEIRA,SP,Privada,Faculdade
3847,FACULDADE BAIANA DE DIREITO E GESTÃO,,SALVADOR,BA,Privada,Faculdade
2154,INSTITUTO SUPERIOR DE CIÊNCIAS HUMANAS E SOCIAIS ANÍSIO TEIXEIRA,ISAT,SAO GONCALO,RJ,Privada,Faculdade
158,CONSERVATÓRIO BRASILEIRO DE MÚSICA - CENTRO UNIVERSITÁRIO,CBM/CEU,RIO DE JANEIRO,RJ,Privada,Centro Universitário
3864,FACULDADE REGIONAL DE ALAGOINHAS,FARAL,ALAGOINHAS,BA,Privada,Faculdade
270,FACULDADES ESEFAP,,TUPA,SP,Privada,Faculdade
909,FACULDADE DE BELFORD ROXO,FABEL,BELFORD ROXO,RJ,Privada,Faculdade
746,UNIVERSIDADE REGIONAL DO CARIRI,URCA,CRATO,CE,Pública,Universidade
549,UNIVERSIDADE FEDERAL DO ACRE,UFAC,RIO BRANCO,AC,Pública,Universidade
1689,FACULDADE SANTA IZILDINHA,FIESI,SAO PAULO,SP,Privada,Faculdade
2005,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE SINOP,FACISAS,SINOP,MT,Privada,Faculdade
1494,FACULDADE CATÓLICA SALESIANA DO ESPÍRITO SANTO,,VITORIA,ES,Privada,Faculdade
1472,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI,UNIASSELVI,INDAIAL,SC,Privada,Centro Universitário
3367,INSTITUTO SUPERIOR DE EDUCAÇÃO DE OLIVEIRA,ISEOL,OLIVEIRA,MG,Privada,Faculdade
940,FACULDADES MAGSUL,FAMAG,PONTA PORA,MS,Privada,Faculdade
756,UNIVERSIDADE ESTADUAL DO PIAUÍ,UESPI,TERESINA,PI,Pública,Universidade
30,UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO,UNIFENAS,ALFENAS,MG,Privada,Universidade
71,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,UERN,MOSSORO,RN,Pública,Universidade
1514,FACULDADE VALE DO CRICARÉ,F.V.C.,SAO MATEUS,ES,Privada,Faculdade
453,CENTRO UNIVERSITÁRIO LUTERANO DE PALMAS,CEULP,PALMAS,TO,Privada,Centro Universitário
190,ESCOLA DE MEDICINA SOUZA MARQUES DA FUNDAÇÃO TÉCNICO-EDUCACIONAL SOUZA MARQUES,EMSM,RIO DE JANEIRO,RJ,Privada,Faculdade
1328,FACULDADE DE COMUNICAÇÃO E TURISMO DE OLINDA,FACOTTUR,OLINDA,PE,Privada,Faculdade
2629,FACULDADE DE CIÊNCIAS CONTÁBEIS E DE ADMINISTRAÇÃO DO VALE DO JURUENA,AJES,JUINA,MT,Privada,Faculdade
140,UNIVERSIDADE SEVERINO SOMBRA,USS,VASSOURAS,RJ,Privada,Universidade
2297,FACULDADE DE DIREITO DE SANTA MARIA,FADISMA,SANTA MARIA,RS,Privada,Faculdade
2149,FACULDADE MATO GROSSO DO SUL,FACSUL,CAMPO GRANDE,MS,Privada,Faculdade
1523,FACULDADE DE DIREITO FRANCISCO BELTRÃO,CESUL,"FRANCISCOBELTRAO",PR,Privada,Faculdade
1562,FACULDADE DE ILHA SOLTEIRA,FAISA,ILHA SOLTEIRA,SP,Privada,Faculdade
5000,FACULDADE ESTAÇÃO,FAEST,CURITIBA,PR,Privada,Faculdade
2132,FACULDADE BARÃO DO RIO BRANCO,FAB,RIO BRANCO,AC,Privada,Faculdade
3663,FACULDADE EVANGÉLICA,FE,BRASILIA,DF,Privada,Faculdade
1187,CENTRO UNIVERSITÁRIO MÓDULO,MÓDULO,CARAGUATATUBA,SP,Privada,Centro Universitário
1830,FACULDADE ANHANGUERA DE PASSO FUNDO,,PASSO FUNDO,RS,Privada,Faculdade
4059,FACULDADE DE CIÊNCIAS GERENCIAIS,,"SAO JOAQUIM DABARRA",SP,Privada,Faculdade
352,CENTRO UNIVERSITÁRIO DE JOÃO PESSOA,UNIPÊ,JOAO PESSOA,PB,Privada,Centro Universitário
12005,FACULDADE DE TECNOLOGIA INED - UNIDADE VENDA NOVA,,BELO HORIZONTE,MG,Privada,Faculdade
15803,FACULDADE DE TECNOLOGIA DE TATUÍ - PROF. WILSON ROBERTO RIBEIRO DE CAMARGO,FATEC TATUÍ,TATUI,SP,Pública,Faculdade
2041,FACULDADE SUDAMÉRICA,SUDAMÉRICA,CATAGUASES,MG,Privada,Faculdade
1925,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS SANTO AGOSTINHO,FACISA,MONTES CLAROS,MG,Privada,Faculdade
3920,FACULDADE DE TECNOLOGIA SENAI ROBERTO MANGE,FATEC SENAI RM,ANAPOLIS,GO,Privada,Faculdade
830,UNIVERSIDADE FEDERAL DO AMAPÁ,UNIFAP,MACAPA,AP,Pública,Universidade
610,CENTRO UNIVERSITÁRIO METODISTA BENNETT,BENNETT,RIO DE JANEIRO,RJ,Privada,Centro Universitário
3983,CENTRO UNIVERSITÁRIO DE FORMIGA,UNIFORMG,FORMIGA,MG,Privada,Centro Universitário
5317,FACULDADE PORTO-ALEGRENSE,FAPA,PORTO ALEGRE,RS,Privada,Faculdade
4791,FACULDADE DE TECNOLOGIA CENTEC - CARIRI,CENTEC,"JUAZEIRO DONORTE",CE,Privada,Faculdade
1231,INSTITUTO CENECISTA DE ENSINO SUPERIOR DE SANTO ÂNGELO,CNEC/IESA,SANTO ANGELO,RS,Privada,Faculdade
1776,FACULDADE DE TECNOLOGIA PROF. LUIZ ROSA,"FATEC PROF LUIZROSA",JUNDIAI,SP,Privada,Faculdade
15452,FACULDADE PRESIDENTE ANTÔNIO CARLOS DE BOM DESPACHO,,BOM DESPACHO,MG,Privada,Faculdade
1232,CENTRO UNIVERSITÁRIO CAMPOS DE ANDRADE,UNIANDRADE,CURITIBA,PR,Privada,Centro Universitário
2723,FACULDADE MARISTA,FMR,RECIFE,PE,Privada,Faculdade
4093,FACULDADE DE TECNOLOGIA DE CURITIBA,FATEC-PR,CURITIBA,PR,Privada,Faculdade
5105,FACULDADE INTERNACIONAL SIGNORELLI,,RIO DE JANEIRO,RJ,Privada,Faculdade
5243,FACULDADE DE CIÊNCIAS JURÍDICAS DE SANTOS DUMONT,FCJSD,SANTOS DUMONT,MG,Privada,Faculdade
206,CENTRO UNIVERSITÁRIO ÍTALO-BRASILEIRO,UNIÍTALO,SAO PAULO,SP,Privada,Centro Universitário
631,CENTRO DE ENSINO SUPERIOR CENECISTA DE FARROUPILHA,CESF,FARROUPILHA,RS,Privada,Faculdade
298,UNIVERSIDADE NORTE DO PARANÁ,UNOPAR,LONDRINA,PR,Privada,Universidade
15793,FACULDADE DE TECNOLOGIA DE SÃO SEBASTIÃO,Fatec SS,SAO SEBASTIAO,SP,Pública,Faculdade
1519,FACULDADE DE PATO BRANCO,FADEP,PATO BRANCO,PR,Privada,Faculdade
1508,FACULDADE METROPOLITANA DE MARINGÁ,,MARINGA,PR,Privada,Faculdade
1834,FACULDADE DE AGUDOS,FAAG,AGUDOS,SP,Privada,Faculdade
1412,FACULDADE ANHAGUERA DE JUNDIAÍ,,JUNDIAI,SP,Privada,Faculdade
278,FACULDADES INTEGRADAS SIMONSEN,FIS,RIO DE JANEIRO,RJ,Privada,Faculdade
4150,FACULDADE DE TECNOLOGIA DE PIRACICABA,FATEP,PIRACICABA,SP,Privada,Faculdade
4293,FACULDADE INTEGRAÇÃO TIETE,FIT,TIETE,SP,Privada,Faculdade
4732,FACULDADE DE TECNOLOGIA SENAC DF,FAC SENAC DF,BRASILIA,DF,Privada,Faculdade
5023,FACULDADE SANTO AUGUSTO,FAISA,SANTO AUGUSTO,RS,Privada,Faculdade
1014,INSTITUTO SUPERIOR E CENTRO EDUCACIONAL LUTERANO - BOM JESUS - IELUSC,"BOMJESUS/IELUSC",JOINVILLE,SC,Privada,Faculdade
1706,FACULDADE DE INFORMÁTICA DO RECIFE,FACIR,OLINDA,PE,Privada,Faculdade
5053,FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO,"FAETERJPARACAMBI",PARACAMBI,RJ,Pública,Faculdade
2222,FACULDADE SETE DE SETEMBRO,FASETE,PAULO AFONSO,BA,Privada,Faculdade
832,FACULDADE ARQUIDIOCESANA DE CURVELO,FAC,CURVELO,MG,Privada,Faculdade
2336,FACULDADE MONTES BELOS,FMB,"SAO LUIS DEMONTES BELOS",GO,Privada,Faculdade
3797,FACULDADE GUAIRACÁ,FAG,GUARAPUAVA,PR,Privada,Faculdade
1860,FACULDADE DE CIÊNCIAS GERENCIAIS PADRE ARNALDO JANSSEN,FAJANSSEN,BELO HORIZONTE,MG,Privada,Faculdade
2165,FACULDADE FOZ DO IGUAÇU,FAFIG,FOZ DO IGUACU,PR,Privada,Faculdade
355,UNIVERSIDADE TUIUTI DO PARANÁ,UTP,CURITIBA,PR,Privada,Universidade
4915,FACULDADE DE CASTANHAL,FCAT,CASTANHAL,PA,Privada,Faculdade
959,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS,FAFIL,SANTA RITA,PB,Privada,Faculdade
3789,FACULDADE EVANGÉLICA DE GOIANÉSIA,,GOIANESIA,GO,Privada,Faculdade
1883,FACULDADE DE CIÊNCIAS AGRÁRIAS E DA SAÚDE,FAS,LAURO DE FREITAS,BA,Privada,Faculdade
1243,FACULDADE COMUNITÁRIA DE ADMINISTRAÇÃO DA SERRA,FCAS,SERRA,ES,Privada,Faculdade
11841,FACULDADE EVOLUÇÃO ALTO OESTE POTIGUAR,FACEP,PAU DO FERROS,RN,Privada,Faculdade
1085,FACULDADE METODISTA DE SANTA MARIA,FAMES,SANTA MARIA,RS,Privada,Faculdade
19,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,PUC-CAMPINAS,CAMPINAS,SP,Privada,Universidade
1742,FACULDADE DE TECNOLOGIA CARLOS DRUMMOND DE ANDRADE,CSET DRUMMOND,SAO PAULO,SP,Privada,Faculdade
1607,FACULDADE LUTERANA SÃO MARCOS,FALSM,ALVORADA,RS,Privada,Faculdade
4022,FACULDADE DE TECNOLOGIA DE JUNDIAÍ,FATEC/JD,JUNDIAI,SP,Pública,Faculdade
150,UNIVERSIDADE DE SOROCABA,UNISO,SOROCABA,SP,Privada,Universidade
2145,FACULDADE INFÓRIUM DE TECNOLOGIA,FIT,BELO HORIZONTE,MG,Privada,Faculdade
81,UNIVERSIDADE DA REGIÃO DE JOINVILLE,UNIVILLE,JOINVILLE,SC,Privada,Universidade
501,ESCOLA SUPERIOR DE CIÊNCIAS DA SANTA CASA DE MISERICÓRDIA DE VITÓRIA,EMESCAM,VITORIA,ES,Privada,Faculdade
3252,FACULDADE QUIRINÓPOLIS,FAQUI,QUIRINOPOLIS,GO,Privada,Faculdade
1563,"CENTRO UNIVERSITÁRIO DA FACULDADE DE SAÚDE, CIÊNCIAS HUMANAS E TECNOLÓGICAS DO PIAUÍ",NOVAFAPI,TERESINA,PI,Privada,Centro Universitário
409,UNIVERSIDADE DE PERNAMBUCO,UPE,RECIFE,PE,Pública,Universidade
1170,FACULDADE METROPOLITANA DE CAMAÇARI,FAMEC,CAMACARI,BA,Privada,Faculdade
2346,INSTITUTO SUPERIOR DE FILOSOFIA BERTHIER,IFIBE,PASSO FUNDO,RS,Privada,Faculdade
1436,ESCOLA SUPERIOR BATISTA DO AMAZONAS,ESBAM,MANAUS,AM,Privada,Faculdade
1157,ESCOLA SUPERIOR SÃO FRANCISCO DE ASSIS,ESFA,SANTA TERESA,ES,Privada,Faculdade
1853,FACULDADE DE TECNOLOGIA IBTA,IBTA,SAO PAULO,SP,Privada,Faculdade
719,UNIVERSIDADE DO ESTADO DE MATO GROSSO,UNEMAT,CACERES,MT,Pública,Universidade
781,FACULDADE ANHANGUERA DE RONDONÓPOLIS,FAR,RONDONOPOLIS,MT,Privada,Faculdade
99,FACULDADE DE DIREITO DE CONSELHEIRO LAFAIETE,FDCL,"CONSELHEIROLAFAIETE",MG,Privada,Faculdade
3465,FACULDADE DE INFORMÁTICA DE PASSOS,FIP,PASSOS,MG,Privada,Faculdade
1836,CENTRO UNIVERSITÁRIO FUNDAÇÃO DE ENSINO OCTÁVIO BASTOS - FEOB,UNIFEOB,"SAO JOAO DA BOAVISTA",SP,Privada,Centro Universitário
1784,FACULDADE ANHANGUERA DE SÃO CAETANO,Fasc,"SAO CAETANO DOSUL",SP,Privada,Faculdade
1753,FACULDADE DE ENFERMAGEM NOVA ESPERANÇA,FACENE,JOAO PESSOA,PB,Privada,Faculdade
1863,FACULDADE DE MANTENA,FAMA,MANTENA,MG,Privada,Faculdade
1362,FACULDADE UBAENSE OZANAM COELHO,FAGOC,UBA,MG,Privada,Faculdade
1872,FACULDADES INTEGRADAS SANTA CRUZ DE CURITIBA,FARESC,CURITIBA,PR,Privada,Faculdade
2077,FACULDADE ANGLO-AMERICANO,FAA,FOZ DO IGUACU,PR,Privada,Faculdade
3306,FACULDADE DE TECNOLOGIA IPUC,FATIPUC,CANOAS,RS,Privada,Faculdade
2565,ABEU - CENTRO UNIVERSITÁRIO,UNIABEU,BELFORD ROXO,RJ,Privada,Centro Universitário
3172,UNIVERSIDADE DO ESTADO DO AMAZONAS,UEA,MANAUS,AM,Pública,Universidade
14151,FACULDADE PRESIDENTE ANTÔNIO CARLOS DE NOVA LIMA,FUNEC Nova Lima,NOVA LIMA,MG,Privada,Faculdade
1707,FACULDADE DE CIÊNCIAS CONTÁBEIS DE RECIFE,FACCOR,OLINDA,PE,Privada,Faculdade
861,CENTRO DE ENSINO SUPERIOR DO AMAPÁ,CEAP,MACAPA,AP,Privada,Faculdade
1455,FACULDADE SANTÍSSIMO SACRAMENTO,FSSS,ALAGOINHAS,BA,Privada,Faculdade
3996,FACULDADE SENAC PERNAMBUCO,SENACPE,RECIFE,PE,Privada,Faculdade
4826,FACULDADE ANHANGÜERA DE CAMPINAS,,CAMPINAS,SP,Privada,Faculdade
1499,FACULDADE ANHANGUERA DE TABOÃO DA SERRA,FATS,TABOAO DA SERRA,SP,Privada,Faculdade
2067,FACULDADE DE CIÊNCIAS EMPRESARIAIS,FACEMP,"SANTO ANTONIO DEJESUS",BA,Privada,Faculdade
343,CENTRO UNIVERSITÁRIO NEWTON PAIVA,NEWTON PAIVA,BELO HORIZONTE,MG,Privada,Centro Universitário
1190,FACULDADE INTEGRAL CANTAREIRA,F.I.C.,SAO PAULO,SP,Privada,Faculdade
3937,FACULDADE ANHANGUERA DE INDAIATUBA,,INDAIATUBA,SP,Privada,Faculdade
4858,ESCOLA SUPERIOR DE SAÚDE DE ARCOVERDE,ESSA,ARCOVERDE,PE,Pública,Faculdade
5133,FACULDADE DE TECNOLOGIA SENAC SÃO MIGUEL DO OESTE,5133,"SAO MIGUELD ́OESTE",SC,Privada,Faculdade
3279,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS",IFSEMG,JUIZ DE FORA,MG,Pública,"Instituto Federal de Educação, Ciência e Tecnologia"
3295,FACULDADE DE TECNOLOGIA SENAC FLORIANÓPOLIS,"SENACFLORIANÓPOLIS",FLORIANOPOLIS,SC,Privada,Faculdade
32,UNIVERSIDADE ESTADUAL DE CIÊNCIAS DA SAÚDE DE ALAGOAS - UNCISAL,UNCISAL,MACEIO,AL,Pública,Universidade
4431,FACULDADE DE ENFERMAGEM NOVA ESPERANÇA DE MOSSORÓ - FACENE/RN,FACENE/RN,MOSSORO,RN,Privada,Faculdade
600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",IFMA,SAO LUIS,MA,Pública,"Instituto Federal de Educação, Ciência e Tecnologia"
2229,FACULDADE VICTOR HUGO,FVH,SAO LOURENCO,MG,Privada,Faculdade
1427,FACULDADE DA SERRA GAÚCHA,FSG,CAXIAS DO SUL,RS,Privada,Faculdade
1012,FACULDADE DE FORMAÇÃO DE PROFESSORES DE AFOGADOS DA INGAZEIRA,FAFOPAI,"AFOGADOS DAINGAZEIRA",PE,Pública,Faculdade
3588,FACULDADE DOM PEDRO II,FDPII,SALVADOR,BA,Privada,Faculdade
15746,FACULDADE DE TECNOLOGIA DO IPIRANGA,FATECIPI,SAO PAULO,SP,Pública,Faculdade
4421,FACULDADE DE TECNOLOGIA SENAI BELO HORIZONTE,FATEC SENAI BH,BELO HORIZONTE,MG,Privada,Faculdade
2477,FACULDADE DE ADMINISTRAÇÃO DE MARIANA,FAMA,MARIANA,MG,Privada,Faculdade
1641,FACULDADE SOCIAL DA BAHIA,FSBA,SALVADOR,BA,Privada,Faculdade
2944,FACULDADE DO SUL,FACSUL,ITABUNA,BA,Privada,Faculdade
15467,FACULDADE PRESIDENTE ANTÔNIO CARLOS DE VISCONDE DO RIO BRANCO,,"VISCONDE DO RIOBRANCO",MG,Privada,Faculdade
2426,FACULDADE INTEGRADA BRASIL AMAZONIA - FIBRA,FIBRA,BELEM,PA,Privada,Faculdade
1621,FACULDADE NETWORK,NWK,NOVA ODESSA,SP,Privada,Faculdade
1692,ESCOLA SUPERIOR DE TECNOLOGIA E EDUCAÇÃO DE PORTO FERREIRA,ESPF,PORTO FERREIRA,SP,Privada,Faculdade
5362,FACULDADE SERIGY,FASERGY,ARACAJU,SE,Privada,Faculdade
648,FACULDADES ASSOCIADAS DE UBERABA - FAZU,FAZU,UBERABA,MG,Privada,Faculdade
1136,FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS DE IGARASSU,FACIG,IGARASSU,PE,Privada,Faculdade
1738,INSTITUTO LUTERANO DE ENSINO SUPERIOR DE PORTO VELHO,ULBRA ILES,PORTO VELHO,RO,Privada,Faculdade
667,FACULDADES INTEGRADAS DE JACAREPAGUÁ,FIJ,RIO DE JANEIRO,RJ,Privada,Faculdade
402,CENTRO UNIVERSITÁRIO DE BRASÍLIA,UNICEUB,BRASILIA,DF,Privada,Centro Universitário
1060,CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB,IESB,BRASILIA,DF,Privada,Centro Universitário
1313,FACULDADE UNIDA DE SUZANO,UNISUZ,SUZANO,SP,Privada,Faculdade
661,FACULDADE PIO DÉCIMO,FPD,ARACAJU,SE,Privada,Faculdade
1716,FACULDADE UNIÃO DAS AMÉRICAS,,FOZ DO IGUACU,PR,Privada,Faculdade
1498,INSTITUTO DE ENSINO SUPERIOR E FORMAÇÃO AVANÇADA DE VITÓRIA,FAVI,VITORIA,ES,Privada,Faculdade
14163,FACULDADE DE EDUCAÇÃO E ESTUDOS SOCIAIS DE GOVERNADOR VALADARES,"FUNEES G.Valadares","GOVERNADORVALADARES",MG,Privada,Faculdade
496,UNIVERSIDADE DE FRANCA,UNIFRAN,FRANCA,SP,Privada,Universidade
4090,FACULDADE DE ROSEIRA,FARO,ROSEIRA,SP,Privada,Faculdade
1059,FACULDADE LOURENÇO FILHO,FLF,FORTALEZA,CE,Privada,Faculdade
4097,FACULDADE DE TECNOLOGIA TECBRASIL - UNIDADE BENTO GONÇALVES,"Ftec BentoGonçalves",BENTO GONCALVES,RS,Privada,Faculdade
452,CENTRO UNIVERSITÁRIO LUTERANO DE MANAUS,CEULM/ULBRA,MANAUS,AM,Privada,Centro Universitário
3042,CHRISTUS FACULDADE DO PIAUÍ,CHRISFAPI,PIRIPIRI,PI,Privada,Faculdade
404,FACULDADES INTEGRADAS DA UPIS,UPIS,BRASILIA,DF,Privada,Faculdade
4873,FACULDADE DE TECNOLOGIA DE TAUBATÉ,ETEP,TAUBATE,SP,Privada,Faculdade
3294,FACULDADE DE TECNOLOGIA ENIAC-FAPI,ENIAC,GUARULHOS,SP,Privada,Faculdade
1294,FACULDADE DAS AMÉRICAS,FAM,SAO PAULO,SP,Privada,Faculdade
2198,FACULDADE MONTEIRO LOBATO,FATO,PORTO ALEGRE,RS,Privada,Faculdade
1875,"FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DE IBITINGA",FAIBI,IBITINGA,SP,Pública,Faculdade
734,FACULDADES INTEGRADAS MARIA IMACULADA,FIMI,MOGI-GUACU,SP,Privada,Faculdade
16395,FACULDADE DE TECNOLOGIA DE CARAPICUIBA,FATEC,CARAPICUIBA,SP,Pública,Faculdade
1780,FACULDADE HORIZONTINA,FAHOR,HORIZONTINA,RS,Privada,Faculdade
846,FACULDADE DE ADMINISTRAÇÃO DE TERESINA,FAT,TERESINA,PI,Privada,Faculdade
417,UNIVERSIDADE CIDADE DE SÃO PAULO,,SAO PAULO,SP,Privada,Universidade
4656,FACULDADE ANHANGÜERA DE PIRACICABA,,PIRACICABA,SP,Privada,Faculdade
2773,FACULDADE DE MACAPÁ,FAMA,MACAPA,AP,Privada,Faculdade
777,FACULDADE DE EDUCAÇÃO THEREZA PORTO MARQUES,FAETEC,JACAREI,SP,Privada,Faculdade
2912,FACULDADE MARIA MILZA - CAMPUS FACTAE,FAMAM-FACTAE,CRUZ DAS ALMAS,BA,Privada,Faculdade
163,UNIVERSIDADE ESTÁCIO DE SÁ,UNESA,RIO DE JANEIRO,RJ,Privada,Universidade
217,CENTRO UNIVERSITÁRIO DAS FACULDADES ASSOCIADAS DE ENSINO - FAE,UNIFAE,"SAO JOAO DA BOAVISTA",SP,Pública,Centro Universitário
1225,CENTRO UNIVERSITÁRIO AMPARENSE,UNIFIA,AMPARO,SP,Privada,Centro Universitário
14090,FACULDADE BETIM,FABE,BETIM,MG,Privada,Faculdade
2808,FACULDADES ITECNE DE CASCAVEL,ITECNE,CASCAVEL,PR,Privada,Faculdade
1869,CENTRO UNIVERSITÁRIO DE ITAJUBÁ,FEPI,ITAJUBA,MG,Privada,Centro Universitário
1618,INSTITUTO BLUMENAUENSE DE ENSINO SUPERIOR,IBES,BLUMENAU,SC,Privada,Faculdade
3034,FACULDADE DELTA,FACDELTA,SALVADOR,BA,Privada,Faculdade
3684,FUNDAÇÃO DE ENSINO SUPERIOR DE CLEVELÂNDIA,FESC,CLEVELANDIA,PR,Privada,Faculdade
1252,FACULDADE PROMOVE DE MINAS GERAIS,PROMOVE,BELO HORIZONTE,MG,Privada,Faculdade
1443,FACULDADE NACIONAL,FINAC,VITORIA,ES,Privada,Faculdade
2908,FACULDADE NATALENSE DE ENSINO E CULTURA,FANEC,NATAL,RN,Privada,Faculdade
1092,FACULDADES INTEGRADAS DE BAURU,FIB,BAURU,SP,Privada,Faculdade
215,UNIVERSIDADE DO GRANDE ABC,UNIABC,SANTO ANDRE,SP,Privada,Universidade
1258,FACULDADE DE CIÊNCIAS APLICADAS DE CASCAVEL,FACIAP,CASCAVEL,PR,Privada,Faculdade
4257,INSTITUTO DE FILOSOFIA E TEOLOGIA DE GOIÁS,IFITEG,GOIANIA,GO,Privada,Faculdade
1028,UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL,UEMS,DOURADOS,MS,Pública,Universidade
1804,FACULDADE DE MAUÁ - FAMA,FAMA,MAUA,SP,Privada,Faculdade
1726,FACULDADE SANTA AMÉLIA,SECAL,PONTA GROSSA,PR,Privada,Faculdade
1573,FACULDADE ALFREDO NASSER,FAN,"APARECIDA DEGOIANIA",GO,Privada,Faculdade
450,CENTRO UNIVERSITÁRIO LUTERANO DE JI-PARANÁ,CEULJI/ULBRA,JI-PARANA,RO,Privada,Centro Universitário
220,FACULDADE SÃO JUDAS TADEU,FSJT,RIO DE JANEIRO,RJ,Privada,Faculdade
5013,CENTRO UNIVERSITÁRIO ESTADUAL DA ZONA OESTE,UEZO,RIO DE JANEIRO,RJ,Pública,Centro Universitário
10588,FACULDADE LÍDER,FAL,"SAO LOURENCO DAMATA",PE,Privada,Faculdade
1807,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,FORTALEZA,CE,Pública,"Instituto Federal de Educação, Ciência e Tecnologia"
1270,CENTRO UNIVERSITÁRIO UNISEB,UNISEB,RIBEIRAO PRETO,SP,Privada,Centro Universitário
1505,FACULDADE DE MEDICINA VETERINÁRIA E ZOOTECNIA,FAMED,GARCA,SP,Privada,Faculdade
480,CENTRO UNIVERSITÁRIO SERRA DOS ÓRGÃOS,UNIFESO,TERESOPOLIS,RJ,Privada,Centro Universitário
1355,FACULDADES INTEGRADAS DE JAHU,FIJ,JAU,SP,Privada,Faculdade
161,CENTRO UNIVERSITÁRIO ASSUNÇÃO,UNIFAI,SAO PAULO,SP,Privada,Centro Universitário
3158,INSTITUTO SUPERIOR DE EDUCAÇÃO ANGLO- AMERICANO,ISEAAFI,FOZ DO IGUACU,PR,Privada,Faculdade
2042,FACULDADE FIGUEIREDO COSTA - FIC,,MACEIO,AL,Privada,Faculdade
1345,FACULDADE ANHANGUERA DE OSASCO,FIZO,OSASCO,SP,Privada,Faculdade
1832,FACULDADE DE JABOTICABAL,FAJAB,JABOTICABAL,SP,Privada,Faculdade
37,FACULDADE DE TECNOLOGIA DE JAHU,FATEC-JAHU,JAU,SP,Pública,Faculdade
1128,UNIVERSIDADE DE ITAÚNA,UI,ITAUNA,MG,Privada,Universidade
4006,FACULDADE DE TECNOLOGIA SENAC PELOTAS,"FATEC SENACPELOTAS",PELOTAS,RS,Privada,Faculdade
4277,FACULDADE LITERATUS,FAL,MANAUS,AM,Privada,Faculdade
3436,FACULDADE DE ARARAQUARA,FARA,ARARAQUARA,SP,Privada,Faculdade
2593,FACULDADE DE JUAZEIRO DO NORTE,FJN,"JUAZEIRO DONORTE",CE,Privada,Faculdade
1590,FACULDADE ESTÁCIO DE SÃO LUÍS,ESTÁCIO SÃO LUÍS,SAO LUIS,MA,Privada,Faculdade
124,CENTRO UNIVERSITÁRIO DE ARARAQUARA,UNIARA,ARARAQUARA,SP,Privada,Centro Universitário
